cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
29979036,2,APS CRAVINHOS,RUA,FERNANDO COSMO,61,CENTRO,14140000,SP,6363,8430200,
29979036,2,APS RIO DAS PEDRAS,RUA,EGIDIO JUSTOLIM,14,VILA KENNEDY,13390000,SP,6981,8430200,
29744778,2,,AVENIDA,CORONEL NABOR NOGUEIRA SANTOS,144,CENTRO,12260000,SP,6813,9491000,
28622744,2,AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA,RUA,PEDRO STANCATO,739,CAMPOS DOS AMARAIS,13082050,SP,6291,1066000,"0155505,0151202,0159899,7210000,0154700,0155503,0153902,0151201,7490103,6463800,4619200"
31606635,2,IGREJA CATOLICA APOSTOLICA CARISMATICA,RUA,SIQUEIRA BUENO,1253,BELENZINHO,03173010,SP,7107,9491000,
29309127,2,,RUA,CERQUEIRA CESAR,373,SANTO AMARO,04750080,SP,7107,8211300,
29744778,2,,RODOVIA,GERALDO SCAVONE,580,JD. DAS INDUSTRIAS,12305490,SP,6589,9491000,
30891006,2,,RUA,EUCLIDES DA CUNHA,11,GONZAGA,11065100,SP,7071,5239799,
29979036,2,APS GUARIBA,AVENIDA,DR SOBRAL NETO,1450,CENTRO,14840000,SP,6473,8430200,
28823805,2,OPAO,RUA,DR. MELO FREIRE,S/N,TATUAPE,03314030,SP,7107,4781400,4755503
30902803,2,IGREJA DA GRACA,RUA,PEDRO RAVARA,325,JARDIM IPANEMA,05187300,SP,7107,9491000,
29067113,2,POLIMIX,RUA,ANDRE DE LEAO,250,VILA SOCORRO,04762030,SP,7107,4399199,"4299599,2330305"
30902803,2,IGREJA DA GRACA DE DEUS,PRACA,CONEGO JOAO MARCONDES GUIMARAES,200,CENTRO,12209650,SP,7099,9491000,
30902803,2,IGREJA DA GRACA DE DEUS,AVENIDA,SAO JOAO,821,REPUBLICA,01035100,SP,7107,9491000,
29744778,2,,RUA,MOGI DAS CRUZES,82,CENTRO,11660180,SP,6311,9491000,
31332778,2,,RUA,PADRE ROQUE,136,CENTRO,13800033,SP,6717,7119701,
29744778,2,,RUA,D.PEDRO II,36,CENTRO,14820000,SP,6133,9491000,
29979036,2,APS BARIRI,RUA,WILFREDO PINHEIRO FILHO,05,CENTRO,17250000,SP,6203,8430200,
29744778,2,,RUA,MELVIN JONES,211,VILA MARIA,14701486,SP,6221,9491000,
29979036,2,APS CASA BRANCA,RUA,12 DE OUTUBRO,30,SAO JOAO,13700000,SP,6317,8430200,
31606635,2,IGREJA CATOLICA APOSTOLICA CARISMATICA,RUA,SANTA RITA,1322,CENTRO,13300065,SP,6579,9491000,
29979036,2,APS CONCHAL,AVENIDA,UNIAO,95,JARDIM ICARAI,13835000,SP,6345,8430200,
29744778,2,,AVENIDA,AUGUSTO BARBOSA TAVARES,207,JARDIM IRACEMA,05790140,SP,7107,9491000,
29744778,2,,AVENIDA,ANA JACINTA,2499,NUCLEO BARTHOLOMEU BUENO DE MIRANDA,19066030,SP,6929,9491000,
29744778,2,,RUA,EPAMINONDAS AZEVEDO AGUIAR,50,SANTA CRUZ,13520000,SP,7109,9491000,
29979036,2,APS CABREUVA,RUA,PARAIBA,194,JACARE,13315000,SP,6269,8430200,
29744778,2,,AVENIDA,FRANCISCO SALES PIRES,167,PARQUE FLORIANOPOLIS,13910272,SP,6595,9491000,
29435005,2,,AVENIDA,DOM PEDRO II,2.814,CAMPESTRE,09080111,SP,7057,8211300,
29744778,2,,AVENIDA,DA AMIZADE,2963,PARQUE RESIDENCIAL SANTA ROSA II,13455657,SP,7017,9491000,
29744778,2,,AVENIDA,CAPITAO AVIADOR WALTER RIBEIRO,435,CIDADE JARDIM CUMBICA,07181000,SP,6477,9491000,
29744778,2,,RUA,ISAURA APARECIDA OLIVEIRA BARBOSA TERINI,319,JARDIM ITAPUA,13273105,SP,7225,9491000,
